GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1299745758,20260417,202604,2026,2026.2932,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,192,192,19,4,-9.5,4,1,4,-7.87037037037037,0,,,,,,,,2,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,2,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,20260417174500,https://www.the-independent.com/arts-entertainment/music/news/cher-son-elijah-allman-conservatorship-b2959994.html
1299745759,20260417,202604,2026,2026.2932,,,,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,043,043,04,1,2.8,2,1,2,-5.2915766738661,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,20260417174500,https://atlantablackstar.com/2026/04/17/trump-declares-hes-ended-his-10th-war-but-the-white-house-fumbles-the-flex-so-bad-it-sends-the-whole-thing-off-the-rails/
1299745760,20260417,202604,2026,2026.2932,,,,,,,,,,,USAGOVAGR,COLORADO,USA,,,,,GOV,AGR,,1,036,036,03,1,4.0,3,1,3,-0.71942446043165,0,,,,,,,,2,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,20260417174500,https://www.wlj.net/co-to-host-training-on-non-lethal-wolf-mitigation-measures/
1299745761,20260417,202604,2026,2026.2932,,,,,,,,,,,VENGOV,VENEZUELAN,VEN,,,,,GOV,,,1,154,154,15,4,-7.2,1,1,1,-1.82992465016147,0,,,,,,,,1,Venezuela,VE,VE,,8,-66,VE,4,"Mediterranean Sea, Oceans (general), Oceans",OS,OS00,,35,20,-121459,20260417174500,https://www.newsweek.com/uss-gerald-r-fords-300-days-at-sea-poses-challenges-for-us-11844346
1299745762,20260417,202604,2026,2026.2932,,,,,,,,,,,bre,BRETON,,,bre,,,,,,0,046,046,04,1,7.0,6,1,6,-0.64724919093851,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260417174500,https://www.saltwire.com/cape-breton/cape-breton-teens-cancer-journey-eased-by-halifax-based-non-profit-accommodations
1299745763,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,KEN,KENYA,KEN,,,,,,,,0,057,057,05,1,8.0,1,1,1,-2.65712825753705,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,20260417174500,https://www.riotimesonline.com/africa-pulse-airlines-shutdown-meyer-us-djibouti/
1299745764,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,KEN,KENYA,KEN,,,,,,,,0,057,057,05,1,8.0,4,1,4,-2.65712825753705,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,20260417174500,https://www.riotimesonline.com/africa-pulse-airlines-shutdown-meyer-us-djibouti/
1299745765,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,MAR,MOROCCO,MAR,,,,,,,,0,057,057,05,1,8.0,1,1,1,-2.65712825753705,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,20260417174500,https://www.riotimesonline.com/africa-pulse-airlines-shutdown-meyer-us-djibouti/
1299745766,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,MAR,MOROCCO,MAR,,,,,,,,0,057,057,05,1,8.0,1,1,1,-2.65712825753705,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,20260417174500,https://www.riotimesonline.com/africa-pulse-airlines-shutdown-meyer-us-djibouti/
1299745767,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,MAR,MOROCCO,MAR,,,,,,,,0,057,057,05,1,8.0,3,1,3,-2.65712825753705,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,4,"Tangier, Tanger-Téuan, Morocco",MO,MO57,147362,35.7806,-5.81365,-51554,20260417174500,https://www.riotimesonline.com/africa-pulse-airlines-shutdown-meyer-us-djibouti/
1299745768,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,NGA,NIGERIAN,NGA,,,,,,,,1,061,061,06,2,6.4,2,1,2,-2.65712825753705,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20260417174500,https://www.riotimesonline.com/africa-pulse-airlines-shutdown-meyer-us-djibouti/
1299745769,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,NGABUS,NIGERIAN,NGA,,,,,BUS,,,1,061,061,06,2,6.4,3,1,3,-2.65712825753705,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20260417174500,https://www.riotimesonline.com/africa-pulse-airlines-shutdown-meyer-us-djibouti/
1299745770,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,UGA,UGANDA,UGA,,,,,,,,1,084,084,08,2,7.0,10,1,10,-4.69083155650319,4,"Kampala, Kampala, Uganda",UG,UG37,18585,0.315556,32.5656,-1728891,4,"Kampala, Kampala, Uganda",UG,UG37,18585,0.315556,32.5656,-1728891,4,"Kampala, Kampala, Uganda",UG,UG37,18585,0.315556,32.5656,-1728891,20260417174500,https://www.africa-newsroom.com/press/uganda-shs46bn-idle-funds-for-science-ministry-leave-mps-furious
1299745771,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,ZAFGOV,EBRAHIM RASOOL,ZAF,,,,,GOV,,,0,010,010,01,1,0.0,2,1,2,-2.65712825753705,4,"Afrikaner, North-West, South Africa",SF,SF10,77350,-26.842,26.5632,-1206313,4,"Afrikaner, North-West, South Africa",SF,SF10,77350,-26.842,26.5632,-1206313,4,"Afrikaner, North-West, South Africa",SF,SF10,77350,-26.842,26.5632,-1206313,20260417174500,https://www.riotimesonline.com/africa-pulse-airlines-shutdown-meyer-us-djibouti/
1299745772,20260417,202604,2026,2026.2932,AFR,AFRICA,AFR,,,,,,,,ZAFGOV,EBRAHIM RASOOL,ZAF,,,,,GOV,,,0,010,010,01,1,0.0,8,1,8,-2.65712825753705,4,"Afrikaner, North-West, South Africa",SF,SF10,77350,-26.842,26.5632,-1206313,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260417174500,https://www.riotimesonline.com/africa-pulse-airlines-shutdown-meyer-us-djibouti/
1299745773,20260417,202604,2026,2026.2932,AGR,FARMER,,,,,,AGR,,,BUS,TRADER,,,,,,BUS,,,1,061,061,06,2,6.4,10,1,10,-1.78970917225951,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,20260417174500,https://www.marketscreener.com/news/us-buyers-redirect-imported-fertilizer-overseas-as-iran-war-drives-up-global-prices-ce7e50d3d98df725
1299745774,20260417,202604,2026,2026.2932,ARE,DUBAI,ARE,,,,,,,,,,,,,,,,,,0,100,100,10,3,-5.0,2,1,2,-8.44793713163061,1,Ireland,EI,EI,,53,-8,EI,0,,,,,,,,1,Ireland,EI,EI,,53,-8,EI,20260417174500,https://www.dailystar.co.uk/news/latest-news/breaking-suspected-irish-cartel-boss-37034163
1299745775,20260417,202604,2026,2026.2932,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,AREBUS,UNITED ARAB EMIRATES,ARE,,,,,BUS,,,1,173,173,17,4,-5.0,2,1,2,-13.953488372093,1,United Arab Emirates,AE,AE,,24,54,AE,1,United Arab Emirates,AE,AE,,24,54,AE,1,United Arab Emirates,AE,AE,,24,54,AE,20260417174500,https://www.standard.co.uk/news/uk/daniel-kinahan-tyson-fury-europe-dubai-dublin-b1279155.html
1299745776,20260417,202604,2026,2026.2932,ARE,DUBAI,ARE,,,,,,,,ARECOP,DUBAI,ARE,,,,,COP,,,0,010,010,01,1,0.0,6,1,6,-8.44793713163061,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20260417174500,https://www.dailystar.co.uk/news/latest-news/breaking-suspected-irish-cartel-boss-37034163
1299745777,20260417,202604,2026,2026.2932,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,BUS,BOSS,,,,,,BUS,,,1,173,173,17,4,-5.0,2,1,2,-8.44793713163061,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,1,Ireland,EI,EI,,53,-8,EI,1,Ireland,EI,EI,,53,-8,EI,20260417174500,https://www.dailystar.co.uk/news/latest-news/breaking-suspected-irish-cartel-boss-37034163
1299745778,20260417,202604,2026,2026.2932,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,BUS,BOSS,,,,,,BUS,,,1,173,173,17,4,-5.0,6,1,6,-13.953488372093,1,United Arab Emirates,AE,AE,,24,54,AE,1,United Arab Emirates,AE,AE,,24,54,AE,1,United Arab Emirates,AE,AE,,24,54,AE,20260417174500,https://www.standard.co.uk/news/uk/daniel-kinahan-tyson-fury-europe-dubai-dublin-b1279155.html
1299745779,20260417,202604,2026,2026.2932,ARE,DUBAI,ARE,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,051,051,05,1,3.4,7,1,7,7.42268041237113,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20260417174500,http://www.bignewsnetwork.com/news/278994620/dubai-safari-park-joins-world-association-of-zoos-aquariums
1299745780,20260417,202604,2026,2026.2932,ARE,DUBAI,ARE,,,,,,,,IRLCRM,IRISH,IRL,,,,,CRM,,,1,173,173,17,4,-5.0,6,1,6,-8.44793713163061,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20260417174500,https://www.dailystar.co.uk/news/latest-news/breaking-suspected-irish-cartel-boss-37034163
1299745781,20260417,202604,2026,2026.2932,ARE,DUBAI,ARE,,,,,,,,IRLCRM,IRISH,IRL,,,,,CRM,,,1,173,173,17,4,-5.0,4,1,4,-8.44793713163061,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,1,Ireland,EI,EI,,53,-8,EI,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20260417174500,https://www.dailystar.co.uk/news/latest-news/breaking-suspected-irish-cartel-boss-37034163
1299745782,20260417,202604,2026,2026.2932,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,IRLCRM,IRELAND,IRL,,,,,CRM,,,1,173,173,17,4,-5.0,2,1,2,-8.44793713163061,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,1,Ireland,EI,EI,,53,-8,EI,1,Ireland,EI,EI,,53,-8,EI,20260417174500,https://www.dailystar.co.uk/news/latest-news/breaking-suspected-irish-cartel-boss-37034163
1299745783,20260417,202604,2026,2026.2932,ARECOP,UNITED ARAB EMIRATES,ARE,,,,,COP,,,ARE,DUBAI,ARE,,,,,,,,0,010,010,01,1,0.0,2,1,2,-8.44793713163061,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20260417174500,https://www.dailystar.co.uk/news/latest-news/breaking-suspected-irish-cartel-boss-37034163
1299745784,20260417,202604,2026,2026.2932,ARECOP,DUBAI,ARE,,,,,COP,,,BUS,BOSS,,,,,,BUS,,,1,173,173,17,4,-5.0,6,1,6,-8.44793713163061,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20260417174500,https://www.dailystar.co.uk/news/latest-news/breaking-suspected-irish-cartel-boss-37034163
1299745785,20260417,202604,2026,2026.2932,ARG,ARGENTINA,ARG,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-7.83817951959544,1,Argentina,AR,AR,,-34,-64,AR,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260417174500,https://tribune.com.pk/story/2603304/a-new-forceful-pope-leo-steps-onto-the-world-stage
1299745786,20260417,202604,2026,2026.2932,ARM,ARMENIAN,ARM,,,,,,,,,,,,,,,,,,0,012,012,01,1,-0.4,10,1,10,-2.09276018099547,4,"Erebuni, Yerevan*, Armenia",AM,AM11,4936,40.1331,44.5301,9132783,0,,,,,,,,4,"Erebuni, Yerevan*, Armenia",AM,AM11,4936,40.1331,44.5301,9132783,20260417174500,https://armenianweekly.com/2026/04/17/hye-definitions/
1299745787,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,ARMOPP,ARMENIAN,ARM,,,,,OPP,,,0,020,020,02,1,3.0,2,1,2,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745788,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,ARMOPP,ARMENIAN,ARM,,,,,OPP,,,0,120,120,12,3,-4.0,2,1,2,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745789,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,010,010,01,1,0.0,1,1,1,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745790,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,010,010,01,1,0.0,1,1,1,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745791,20260417,202604,2026,2026.2932,ARM,ARMENIAN,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,042,042,04,1,1.9,6,1,6,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745792,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,042,042,04,1,1.9,2,1,2,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,3,"Capitol Hill, District of Columbia, United States",US,USDC,,38.889,-77.0003,529313,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745793,20260417,202604,2026,2026.2932,ARM,ARMENIAN,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,042,042,04,1,1.9,2,1,2,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745794,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,1056,105,10,3,-5.0,1,1,1,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745795,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,1056,105,10,3,-5.0,1,1,1,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,1,Armenia,AM,AM,,40,45,AM,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745796,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,138,138,13,3,-7.0,2,1,2,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,1,Armenia,AM,AM,,40,45,AM,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745797,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,CRM,CRIMINAL,,,,,,CRM,,,1,090,090,09,2,-2.0,3,1,3,-12.0805369127517,4,"Tashir, Lorri, Armenia",AM,AM06,4912,41.1207,44.2846,-2325470,4,"Tashir, Lorri, Armenia",AM,AM06,4912,41.1207,44.2846,-2325470,4,"Tashir, Lorri, Armenia",AM,AM06,4912,41.1207,44.2846,-2325470,20260417174500,https://arka.am:443/en/news/politics/armenian-court-extends-samvel-karapetyan-s-house-arrest/
1299745798,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,CRM,CRIMINAL,,,,,,CRM,,,1,090,090,09,2,-2.0,2,1,2,-12.0805369127517,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20260417174500,https://arka.am:443/en/news/politics/armenian-court-extends-samvel-karapetyan-s-house-arrest/
1299745799,20260417,202604,2026,2026.2932,ARM,ARMENIAN,ARM,,,,,,,,LEG,SENATOR,,,,,,LEG,,,0,051,051,05,1,3.4,2,1,2,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,3,"Cannon House Office Building, District of Columbia, United States",US,USDC,,38.8868,-77.0069,528877,3,"Cannon House Office Building, District of Columbia, United States",US,USDC,,38.8868,-77.0069,528877,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745800,20260417,202604,2026,2026.2932,ARM,ARMENIAN,ARM,,,,,,,,LEG,SENATOR,,,,,,LEG,,,0,051,051,05,1,3.4,6,1,6,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,3,"Capitol Hill, District of Columbia, United States",US,USDC,,38.889,-77.0003,529313,3,"Capitol Hill, District of Columbia, United States",US,USDC,,38.889,-77.0003,529313,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745801,20260417,202604,2026,2026.2932,ARM,ARMENIAN,ARM,,,,,,,,LEG,SENATOR,,,,,,LEG,,,0,051,051,05,1,3.4,2,1,2,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745802,20260417,202604,2026,2026.2932,ARM,ARMENIAN,ARM,,,,,,,,TUR,TURKISH,TUR,,,,,,,,1,040,040,04,1,1.0,2,1,2,7.79220779220779,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Antalya, Antalya, Turkey",TU,TU07,27547,36.9081,30.6956,-735347,20260417174500,https://arka.am:443/en/news/politics/armenian-and-turkish-deputy-foreign-ministers-discussed-strengthening-peace-and-cooperation/
1299745803,20260417,202604,2026,2026.2932,ARM,ARMENIAN,ARM,,,,,,,,TURCOP,TURKISH,TUR,,,,,COP,,,1,040,040,04,1,1.0,4,1,4,7.79220779220779,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20260417174500,https://arka.am:443/en/news/politics/armenian-and-turkish-deputy-foreign-ministers-discussed-strengthening-peace-and-cooperation/
1299745804,20260417,202604,2026,2026.2932,ARM,ARMENIA,ARM,,,,,,,,TURCOP,TURKEY,TUR,,,,,COP,,,1,040,040,04,1,1.0,2,1,2,7.79220779220779,4,"Antalya, Antalya, Turkey",TU,TU07,27547,36.9081,30.6956,-735347,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20260417174500,https://arka.am:443/en/news/politics/armenian-and-turkish-deputy-foreign-ministers-discussed-strengthening-peace-and-cooperation/
1299745805,20260417,202604,2026,2026.2932,ARMJUD,ARMENIA,ARM,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,0,010,010,01,1,0.0,1,1,1,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745806,20260417,202604,2026,2026.2932,ARMJUD,ARMENIA,ARM,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,0,130,130,13,3,-4.4,1,1,1,-2.28531855955678,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,20260417174500,https://armenianweekly.com/2026/04/17/anca-capitol-hill-briefing-warns-flawed-peace-process-creates-conditions-for-renewed-genocide/
1299745807,20260417,202604,2026,2026.2932,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,0,042,042,04,1,1.9,3,1,3,1.88902007083825,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,0,,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260417174500,https://pagesix.com/2026/04/17/celebrity-news/meghan-markles-fans-paid-3000-for-megstock-girls-weekend-she-stayed-for-two-hours/
1299745808,20260417,202604,2026,2026.2932,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,0,046,046,04,1,7.0,2,1,2,-0.64724919093851,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260417174500,https://www.saltwire.com/cape-breton/cape-breton-teens-cancer-journey-eased-by-halifax-based-non-profit-accommodations
1299745809,20260417,202604,2026,2026.2932,AUS,SYDNEY,AUS,,,,,,,,,,,,,,,,,,1,192,192,19,4,-9.5,10,1,10,3.99385560675884,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260417174500,https://www.newkerala.com/news/a/sydney-sweeney-scooter-braun-go-instagram-official-romantic-210.htm
