GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1313155836,20260711,202607,2026,2026.5233,CAN,CANADA,CAN,,,,,,,,MED,MEDIA,,,,,,MED,,,1,111,111,11,3,-2.0,4,1,4,2.42914979757085,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260711153000,https://lethbridgeherald.com/news/national-news/2026/07/11/much-better-deal-u-s-president-donald-trump-confirms-gordie-howe-bridge-opening/
1313155837,20260711,202607,2026,2026.5233,CAN,CANADA,CAN,,,,,,,,MIL,CAPTAIN,,,,,,MIL,,,0,013,013,01,1,0.4,2,1,2,-2.53623188405798,4,"Chen Ming, Heilongjiang, China",CH,CH08,13092,46.9667,129.483,-1900550,4,"Chen Ming, Heilongjiang, China",CH,CH08,13092,46.9667,129.483,-1900550,4,"Chen Ming, Heilongjiang, China",CH,CH08,13092,46.9667,129.483,-1900550,20260711153000,https://www.cbc.ca/news/canada/british-columbia/explainer-bc-charter-fatal-sinking-near-richmond-9.7266516
1313155838,20260711,202607,2026,2026.5233,CAN,CANADA,CAN,,,,,,,,MIL,CAPTAIN,,,,,,MIL,,,0,013,013,01,1,0.4,2,1,2,-2.53623188405798,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,4,"Chen Ming, Heilongjiang, China",CH,CH08,13092,46.9667,129.483,-1900550,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20260711153000,https://www.cbc.ca/news/canada/british-columbia/explainer-bc-charter-fatal-sinking-near-richmond-9.7266516
1313155839,20260711,202607,2026,2026.5233,CAN,CANADIAN,CAN,,,,,,,,MIL,CAPTAIN,,,,,,MIL,,,0,013,013,01,1,0.4,6,1,6,-2.53623188405798,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20260711153000,https://www.cbc.ca/news/canada/british-columbia/explainer-bc-charter-fatal-sinking-near-richmond-9.7266516
1313155840,20260711,202607,2026,2026.5233,CAN,CANADIAN,CAN,,,,,,,,USA,MICHIGAN,USA,,,,,,,,1,030,030,03,1,4.0,4,1,4,1.09170305676856,1,Canada,CA,CA,,60,-96,CA,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,1,Canada,CA,CA,,60,-96,CA,20260711153000,https://www.wilx.com/2026/07/11/gordie-howe-international-bridge-set-open-july-27/
1313155841,20260711,202607,2026,2026.5233,CAN,CANADA,CAN,,,,,,,,USA,RICHMOND,USA,,,,,,,,0,042,042,04,1,1.9,5,1,5,-2.53623188405798,4,"Steveston, British Columbia, Canada",CA,CA02,12552,49.1333,-123.183,-574170,4,"Steveston, British Columbia, Canada",CA,CA02,12552,49.1333,-123.183,-574170,4,"Steveston, British Columbia, Canada",CA,CA02,12552,49.1333,-123.183,-574170,20260711153000,https://www.cbc.ca/news/canada/british-columbia/explainer-bc-charter-fatal-sinking-near-richmond-9.7266516
1313155842,20260711,202607,2026,2026.5233,CAN,CANADA,CAN,,,,,,,,USA,RICHMOND,USA,,,,,,,,0,042,042,04,1,1.9,1,1,1,-2.53623188405798,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,4,"Lihe, Henan, China",CH,CH09,13121,32.5156,112.462,-1915042,20260711153000,https://www.cbc.ca/news/canada/british-columbia/explainer-bc-charter-fatal-sinking-near-richmond-9.7266516
1313155843,20260711,202607,2026,2026.5233,CAN,CANADIAN,CAN,,,,,,,,USA,RICHMOND,USA,,,,,,,,0,043,043,04,1,2.8,1,1,1,-2.53623188405798,4,"Steveston, British Columbia, Canada",CA,CA02,12552,49.1333,-123.183,-574170,4,"Steveston, British Columbia, Canada",CA,CA02,12552,49.1333,-123.183,-574170,4,"Steveston, British Columbia, Canada",CA,CA02,12552,49.1333,-123.183,-574170,20260711153000,https://www.cbc.ca/news/canada/british-columbia/explainer-bc-charter-fatal-sinking-near-richmond-9.7266516
1313155844,20260711,202607,2026,2026.5233,CAN,CANADIAN,CAN,,,,,,,,USA,MICHIGAN,USA,,,,,,,,1,060,060,06,2,6.0,10,1,10,1.09170305676856,3,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,3,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,3,"Detroit, Michigan, United States",US,USMI,MI163,42.3314,-83.0458,1617959,20260711153000,https://www.wilx.com/2026/07/11/gordie-howe-international-bridge-set-open-july-27/
1313155845,20260711,202607,2026,2026.5233,CHE,GENEVA,CHE,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,10,1,10,-2.63157894736842,4,"Geneva, Genè, Switzerland",SZ,SZ07,16329,46.1956,6.14811,-2552151,0,,,,,,,,4,"Geneva, Genè, Switzerland",SZ,SZ07,16329,46.1956,6.14811,-2552151,20260711153000,https://www.celebdirtylaundry.com/2026/general-hospital-spoilers-the-surprise-marriage-proposal-that-would-rock-port-charles/
1313155846,20260711,202607,2026,2026.5233,CHE,GENEVA,CHE,,,,,,,,IGOUNO,UNITED NATIONS,,UNO,,,,IGO,,,1,046,046,04,1,7.0,10,1,10,4.43786982248521,4,"Geneva, Genè, Switzerland",SZ,SZ07,16329,46.1956,6.14811,-2552151,4,"Geneva, Genè, Switzerland",SZ,SZ07,16329,46.1956,6.14811,-2552151,1,Qatar,QA,QA,,25.5,51.25,QA,20260711153000,http://thepeninsulaqatar.com/article/11/07/2026/global-alliance-for-ai-ethics-hosted-by-qfs-hamad-bin-khalifa-university-launches-in-geneva-to-shape-inclusive-technology-governance
1313155847,20260711,202607,2026,2026.5233,CHE,GENEVA,CHE,,,,,,,,QAT,QATAR,QAT,,,,,,,,1,043,043,04,1,2.8,10,1,10,4.43786982248521,1,Qatar,QA,QA,,25.5,51.25,QA,1,Qatar,QA,QA,,25.5,51.25,QA,1,Qatar,QA,QA,,25.5,51.25,QA,20260711153000,http://thepeninsulaqatar.com/article/11/07/2026/global-alliance-for-ai-ethics-hosted-by-qfs-hamad-bin-khalifa-university-launches-in-geneva-to-shape-inclusive-technology-governance
1313155848,20260711,202607,2026,2026.5233,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,0,111,111,11,3,-2.0,1,1,1,0.15408320493066,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,0,,,,,,,,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260711153000,https://www.businessinsider.com/mitch-mcconnell-wife-elaine-chao-relationship-timeline
1313155849,20260711,202607,2026,2026.5233,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,0,138,138,13,3,-7.0,4,1,4,-9.17678812415651,1,China,CH,CH,,35,105,CH,0,,,,,,,,1,China,CH,CH,,35,105,CH,20260711153000,https://www.kyivpost.com/opinion/80060
1313155850,20260711,202607,2026,2026.5233,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,1,190,190,19,4,-10.0,4,1,4,-2.78745644599303,1,China,CH,CH,,35,105,CH,0,,,,,,,,1,China,CH,CH,,35,105,CH,20260711153000,https://www.yahoo.com/news/politics/articles/elaine-chao-know-career-marriage-145600685.html
1313155851,20260711,202607,2026,2026.5233,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,1,190,190,19,4,-10.0,1,1,1,-2.78745644599303,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,0,,,,,,,,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260711153000,https://www.yahoo.com/news/politics/articles/elaine-chao-know-career-marriage-145600685.html
1313155852,20260711,202607,2026,2026.5233,CHN,CHINA,CHN,,,,,,,,CAN,CANADIAN,CAN,,,,,,,,0,013,013,01,1,0.4,2,1,2,-2.53623188405798,4,"Chen Ming, Heilongjiang, China",CH,CH08,13092,46.9667,129.483,-1900550,4,"Chen Ming, Heilongjiang, China",CH,CH08,13092,46.9667,129.483,-1900550,4,"Chen Ming, Heilongjiang, China",CH,CH08,13092,46.9667,129.483,-1900550,20260711153000,https://www.cbc.ca/news/canada/british-columbia/explainer-bc-charter-fatal-sinking-near-richmond-9.7266516
1313155853,20260711,202607,2026,2026.5233,CHN,CHINA,CHN,,,,,,,,CAN,CANADIAN,CAN,,,,,,,,0,013,013,01,1,0.4,1,1,1,-2.53623188405798,4,"Chen Ming, Heilongjiang, China",CH,CH08,13092,46.9667,129.483,-1900550,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20260711153000,https://www.cbc.ca/news/canada/british-columbia/explainer-bc-charter-fatal-sinking-near-richmond-9.7266516
1313155854,20260711,202607,2026,2026.5233,CHN,CHINA,CHN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,111,111,11,3,-2.0,1,1,1,0.15408320493066,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260711153000,https://www.businessinsider.com/mitch-mcconnell-wife-elaine-chao-relationship-timeline
1313155855,20260711,202607,2026,2026.5233,CHN,CHINA,CHN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,111,111,11,3,-2.0,1,1,1,0.15408320493066,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260711153000,https://www.businessinsider.com/mitch-mcconnell-wife-elaine-chao-relationship-timeline
1313155856,20260711,202607,2026,2026.5233,CHRCTH,CATHOLICISM,,,,CHR,CTH,,,,,,,,,,,,,,0,036,036,03,1,4.0,6,1,6,-2.87907869481766,1,United Kingdom,UK,UK,,54,-4,UK,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,20260711153000,https://droitwichstandard.co.uk/news/ann-widdecombe-killed-almost-a-day-before-body-was-discovered-police-reveal-national-news-62860/
1313155857,20260711,202607,2026,2026.5233,CHRCTH,CATHOLICISM,,,,CHR,CTH,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,036,036,03,1,4.0,4,1,4,-2.87907869481766,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260711153000,https://droitwichstandard.co.uk/news/ann-widdecombe-killed-almost-a-day-before-body-was-discovered-police-reveal-national-news-62860/
1313155858,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,046,046,04,1,7.0,3,1,3,-8.94409937888199,3,"Salem County, New Jersey, United States",US,USNJ,NJ033,39.5668,-75.3163,882233,0,,,,,,,,3,"Salem County, New Jersey, United States",US,USNJ,,39.5668,-75.3163,882233,20260711153000,https://www.ibtimes.co.uk/new-jersey-k9-sergeant-charged-police-dogs-die-hot-car-1808112
1313155859,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,051,051,05,1,3.4,4,1,4,-7.0731707317073,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,0,,,,,,,,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20260711153000,https://blueprint.ng/lagos-police-smash-cult-gang-arrest-5-suspects-recover-weapons-hard-drugs/
1313155860,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,070,070,07,2,7.0,6,1,6,2.18446601941748,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260711153000,https://www.mesabitribune.com/news/local/virginia-hires-new-animal-control-firm/article_87b13212-38bc-4e35-b721-6c54507ec061.html
1313155861,20260711,202607,2026,2026.5233,COP,PRISON,,,,,,COP,,,,,,,,,,,,,0,084,084,08,2,7.0,10,1,10,-5.7504873294347,1,Russia,RS,RS,,60,100,RS,0,,,,,,,,1,Russia,RS,RS,,60,100,RS,20260711153000,https://www.unitaid.eu/melvin-earl-combs-76kz.html
1313155862,20260711,202607,2026,2026.5233,COP,CRIMINAL POLICE,,,,,,COP,,,,,,,,,,,,,0,090,090,09,2,-2.0,2,1,2,-8.52017937219731,4,"Wupper, Nordrhein-Westfalen, Germany",GM,GM07,16552,51.0333,6.96667,-1891345,0,,,,,,,,4,"Wupper, Nordrhein-Westfalen, Germany",GM,GM07,16552,51.0333,6.96667,-1891345,20260711153000,https://www.yahoo.com/news/world/articles/german-authorities-suspect-sabotage-railway-144833528.html
1313155863,20260711,202607,2026,2026.5233,COP,POLICE POST,,,,,,COP,,,,,,,,,,,,,0,153,153,15,4,-7.2,8,1,8,-4.03726708074534,4,"Red Fort, Delhi, India",IN,IN07,17911,28.6333,77.2333,-2109338,0,,,,,,,,4,"Red Fort, Delhi, India",IN,IN07,17911,28.6333,77.2333,-2109338,20260711153000,https://indianexpress.com/article/cities/delhi/mumbai-police-gets-hoax-threat-to-blow-up-red-fort-security-stepped-up-10782190/
1313155864,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,BGD,BANGLADESHI,BGD,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-5.02092050209205,4,"Chennai, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,4,"Chennai, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,4,"Chennai, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,20260711153000,https://organiser.org/2026/07/11/369379/bharat/four-bangladeshi-held-in-tripura-11-more-detained-in-guwahati-police-crackdown-on-cross-border-infiltration/
1313155865,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,BGDCVL,BANGLADESHI,BGD,,,,,CVL,,,1,173,173,17,4,-5.0,6,1,6,-5.02092050209205,4,"Chennai, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,4,"Chennai, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,4,"Chennai, Tamil Nadu, India",IN,IN25,70251,13.0833,80.2833,-2103041,20260711153000,https://organiser.org/2026/07/11/369379/bharat/four-bangladeshi-held-in-tripura-11-more-detained-in-guwahati-police-crackdown-on-cross-border-infiltration/
1313155866,20260711,202607,2026,2026.5233,COP,POLICE OFFICER,,,,,,COP,,,BUS,COMPANIES,,,,,,BUS,,,1,043,043,04,1,2.8,10,1,10,2.78551532033427,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260711153000,https://timesofindia.indiatimes.com/city/bhubaneswar/15-capf-companies-13k-cops-to-be-deployed-in-puri-during-rath-dgp/articleshow/132332980.cms
1313155867,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,COPCVL,TROOPER,,,,,,COP,CVL,,0,010,010,01,1,0.0,2,1,2,-2.56410256410257,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,NH007,44.4026,-71.0786,2605080,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,,44.4026,-71.0786,2605080,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,,44.4026,-71.0786,2605080,20260711153000,https://www.boston.com/news/local-news/2026/07/11/motorcyclist-missing-since-july-4-found-dead-in-nh/
1313155868,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,COPCVL,TROOPER,,,,,,COP,CVL,,0,010,010,01,1,0.0,4,1,4,-2.56410256410257,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,NH007,44.4026,-71.0786,2605080,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,,44.4026,-71.0786,2605080,20260711153000,https://www.boston.com/news/local-news/2026/07/11/motorcyclist-missing-since-july-4-found-dead-in-nh/
1313155869,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,COPCVL,TROOPER,,,,,,COP,CVL,,0,010,010,01,1,0.0,2,1,2,-2.56410256410257,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260711153000,https://www.boston.com/news/local-news/2026/07/11/motorcyclist-missing-since-july-4-found-dead-in-nh/
1313155870,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,COPCVL,TROOPER,,,,,,COP,CVL,,0,0214,021,02,1,3.4,2,1,2,-2.56410256410257,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,NH007,44.4026,-71.0786,2605080,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,,44.4026,-71.0786,2605080,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,,44.4026,-71.0786,2605080,20260711153000,https://www.boston.com/news/local-news/2026/07/11/motorcyclist-missing-since-july-4-found-dead-in-nh/
1313155871,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,COPCVL,TROOPER,,,,,,COP,CVL,,0,0214,021,02,1,3.4,4,1,4,-2.56410256410257,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,NH007,44.4026,-71.0786,2605080,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,,44.4026,-71.0786,2605080,20260711153000,https://www.boston.com/news/local-news/2026/07/11/motorcyclist-missing-since-july-4-found-dead-in-nh/
1313155872,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,COPCVL,TROOPER,,,,,,COP,CVL,,0,0214,021,02,1,3.4,2,1,2,-2.56410256410257,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260711153000,https://www.boston.com/news/local-news/2026/07/11/motorcyclist-missing-since-july-4-found-dead-in-nh/
1313155873,20260711,202607,2026,2026.5233,COP,CRIMINAL POLICE,,,,,,COP,,,DEU,GERMANY,DEU,,,,,,,,0,090,090,09,2,-2.0,8,1,8,-8.52017937219731,4,"Wupper, Nordrhein-Westfalen, Germany",GM,GM07,16552,51.0333,6.96667,-1891345,4,"Wupper, Nordrhein-Westfalen, Germany",GM,GM07,16552,51.0333,6.96667,-1891345,4,"Wupper, Nordrhein-Westfalen, Germany",GM,GM07,16552,51.0333,6.96667,-1891345,20260711153000,https://www.yahoo.com/news/world/articles/german-authorities-suspect-sabotage-railway-144833528.html
1313155874,20260711,202607,2026,2026.5233,COP,CRIMINAL POLICE,,,,,,COP,,,GOV,FIRE BRIGADE,,,,,,GOV,,,0,151,151,15,4,-7.2,10,1,10,-8.52017937219731,4,"Wupper, Nordrhein-Westfalen, Germany",GM,GM07,16552,51.0333,6.96667,-1891345,4,"Wupper, Nordrhein-Westfalen, Germany",GM,GM07,16552,51.0333,6.96667,-1891345,4,"Wupper, Nordrhein-Westfalen, Germany",GM,GM07,16552,51.0333,6.96667,-1891345,20260711153000,https://www.yahoo.com/news/world/articles/german-authorities-suspect-sabotage-railway-144833528.html
1313155875,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,IND,DELHI,IND,,,,,,,,1,1383,138,13,3,-7.0,2,1,2,-4.03726708074534,4,"Red Fort, Delhi, India",IN,IN07,17911,28.6333,77.2333,-2109338,4,"Red Fort, Delhi, India",IN,IN07,17911,28.6333,77.2333,-2109338,4,"Red Fort, Delhi, India",IN,IN07,17911,28.6333,77.2333,-2109338,20260711153000,https://indianexpress.com/article/cities/delhi/mumbai-police-gets-hoax-threat-to-blow-up-red-fort-security-stepped-up-10782190/
1313155876,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,NGA,NIGERIA,NGA,,,,,,,,1,051,051,05,1,3.4,6,1,6,-7.0731707317073,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20260711153000,https://blueprint.ng/lagos-police-smash-cult-gang-arrest-5-suspects-recover-weapons-hard-drugs/
1313155877,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,PAK,PAKISTAN,PAK,,,,,,,,1,173,173,17,4,-5.0,4,1,4,-3.92857142857143,4,"Pahalgam, Jammu and Kashmir, India",IN,IN12,72789,34.0333,75.3333,-2106704,4,"Pahalgam, Jammu and Kashmir, India",IN,IN12,72789,34.0333,75.3333,-2106704,4,"Pahalgam, Jammu and Kashmir, India",IN,IN12,72789,34.0333,75.3333,-2106704,20260711153000,https://indianexpress.com/article/cities/bangalore/pakistani-woman-son-held-in-karnataka-for-overstaying-visa-holding-indian-documents-10782176/
1313155878,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,USA,ILLINOIS,USA,,,,,,,,1,0214,021,02,1,3.4,1,1,1,-3.64583333333333,3,"Richland County, Illinois, United States",US,USIL,IL159,38.7167,-88.1,424281,3,"Richland County, Illinois, United States",US,USIL,,38.7167,-88.1,424281,3,"Richland County, Illinois, United States",US,USIL,,38.7167,-88.1,424281,20260711153000,https://www.hometownregister.com/news/arrest-made-in-olney-homicides/article_d1a5feb2-72ef-5b72-a0c2-252991a0ba49.html
1313155879,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,USA,ILLINOIS,USA,,,,,,,,1,0214,021,02,1,3.4,3,1,3,-3.64583333333333,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,20260711153000,https://www.hometownregister.com/news/arrest-made-in-olney-homicides/article_d1a5feb2-72ef-5b72-a0c2-252991a0ba49.html
1313155880,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,043,043,04,1,2.8,2,1,2,-8.94409937888199,3,"Salem County, New Jersey, United States",US,USNJ,NJ033,39.5668,-75.3163,882233,3,"Salem County, New Jersey, United States",US,USNJ,,39.5668,-75.3163,882233,3,"Salem County, New Jersey, United States",US,USNJ,,39.5668,-75.3163,882233,20260711153000,https://www.ibtimes.co.uk/new-jersey-k9-sergeant-charged-police-dogs-die-hot-car-1808112
1313155881,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,046,046,04,1,7.0,2,1,2,-8.94409937888199,3,"Salem County, New Jersey, United States",US,USNJ,NJ033,39.5668,-75.3163,882233,3,"Salem County, New Jersey, United States",US,USNJ,,39.5668,-75.3163,882233,3,"Salem County, New Jersey, United States",US,USNJ,,39.5668,-75.3163,882233,20260711153000,https://www.ibtimes.co.uk/new-jersey-k9-sergeant-charged-police-dogs-die-hot-car-1808112
1313155882,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,USACOP,UNITED STATES,USA,,,,,COP,,,0,010,010,01,1,0.0,2,1,2,-2.56410256410257,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,NH007,44.4026,-71.0786,2605080,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260711153000,https://www.boston.com/news/local-news/2026/07/11/motorcyclist-missing-since-july-4-found-dead-in-nh/
1313155883,20260711,202607,2026,2026.5233,COP,POLICE,,,,,,COP,,,USACOP,UNITED STATES,USA,,,,,COP,,,0,0214,021,02,1,3.4,2,1,2,-2.56410256410257,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,NH007,44.4026,-71.0786,2605080,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Shelburne Fire Department, New Hampshire, United States",US,USNH,,44.4026,-71.0786,2605080,20260711153000,https://www.boston.com/news/local-news/2026/07/11/motorcyclist-missing-since-july-4-found-dead-in-nh/
1313155884,20260711,202607,2026,2026.5233,CRM,GANG,,,,,,CRM,,,,,,,,,,,,,0,075,075,07,2,7.0,2,1,2,-6.79468242245199,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,0,,,,,,,,4,"Sazan, Vlore, Albania",AL,AL51,4143,40.4917,19.275,-107928,20260711153000,https://www.ibtimes.co.uk/jared-kushner-albanian-resort-investigation-1808133
1313155885,20260711,202607,2026,2026.5233,CRM,GANG,,,,,,CRM,,,,,,,,,,,,,0,075,075,07,2,7.0,1,1,1,-6.79468242245199,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,0,,,,,,,,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,20260711153000,https://www.ibtimes.co.uk/jared-kushner-albanian-resort-investigation-1808133
1313155886,20260711,202607,2026,2026.5233,CRM,CRIMINAL,,,,,,CRM,,,,,,,,,,,,,1,186,186,18,4,-10.0,10,1,10,-7.6923076923077,1,Iran,IR,IR,,32,53,IR,0,,,,,,,,1,Iran,IR,IR,,32,53,IR,20260711153000,https://www.i24news.tv/en/news/middle-east/iran-eastern-states/artc-iran-s-new-supreme-leader-says-avenging-father-s-death-must-certainly-happen
1313155887,20260711,202607,2026,2026.5233,CRM,CRIMINAL,,,,,,CRM,,,JUD,MAGISTRATE,,,,,,JUD,,,1,016,016,01,1,-2.0,4,1,4,-13.0681818181819,5,"Lagos State, Lagos, Nigeria",NI,NI05,22927,6.58333,3.75,-2017361,4,"Ikeja, Lagos, Nigeria",NI,NI05,191295,6.59422,3.33748,-2011499,4,"Ikeja, Lagos, Nigeria",NI,NI05,191295,6.59422,3.33748,-2011499,20260711153000,https://www.premiumtimesng.com/entertainment/naija-fashion/894606-police-arraign-dj-chicken-for-allegedly-threatening-to-kill-seyi-tinubu.html
